all_authors,year_published,title,publisher,volume,document_link,date_uploaded,abstract,keywords,pdf_path,cleaned,start,end
"Albagli, D., Ballinger, R. G., Cammarata, V., Chen, X., Crooks, R. M., Fiore, C., Gaudreau, M. P. J., Hwang, I., Li, C. K., Linsay, P., Luckhardt, S. C., Parker, R. R., Petrasso, R. D., Schloh, M., Wenzel, K. W., Wrighton, M. S.",1990,"Measurement and analysis of neutron and gamma-ray emission rates, other fusion products, and power in electrochemical cells having Pd cathodes",J. Fusion Energy,9,https://link.springer.com/article/10.1007/BF02627578,,"Results of experiments intended to reproduce cold fusion phenomena originally reported by Fleischmann, Pons, and Hawkins are presented. These experiments were performed on a pair of matched electrochemical cells containing 0.1×9 cm Pd rods that were operated for 10 days. The cells were analyzed by the following means: (1) constant temperature calorimetry, (2) neutron counting and γ-ray spectroscopy, (3) mass spectral analysis of4He in effluent gases, and4He and3He within the Pd metal, (4) tritium analysis of the electrolyte solution, and (5) x-ray photoelectron spectroscopy of the Pd cathode surface. Within estimated levels of accuracy, no excess power output or any other evidence of fusion products was detected.","electrolysis, Pd helium neutron- heat-, gamma emission, D2O, MIT","Measurement and analysis of neutron and gamma-ray emission rates, other fusion products, and power in electrochemical cells having Pd cathodes.pdf",,,
"Alber, D., Boebel, O., Schwarz, C., Duwe, H., Hilscher, D., Homeyer, H., Jahnke, U., Spellmeyer, B.",1989,Search for neutrons from cold nuclear fusion,Z. Phys. A: At. Nucl.,333,https://link.springer.com/article/10.1007/BF01294523,,We have searched for neutrons from a Pd-electrode loaded with deuterium in electrolysis setups similar to those of Fleischmann and Pons [1] and Jones et al. [2]. Within the sensitivity of our neutron detection system corresponding to a neutron source strength of 5 x 10− 2 neutrons/s we did not find any neutrons due to ‘cold nuclear fusion’. We emphasize the necessity of using several independent neutron detectors.,"neutron, Jones",Search for neutrons from cold nuclear fusion.pdf,,,
"Alberg, M. A., Wilets, L., Rehr, J. J., Mustre de Leon, J.",1990,Upper limits to fusion rates of isotopic hydrogen molecules in palladium,Phys. Rev. C: Nucl. Phys.,41,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.41.2544,,"We have calculated upper bounds for p-d and d-d fusion rates at octahedral and tetrahedral sites in saturated PdH. Our molecular potentials include Thomas-Fermi screening for two centers and realistic Pd crystal potentials. Accurate numerical techniques were used to solve for radial wave functions down to r=0. From these wave functions we find rates that are considerably enhanced over those for the free molecules, but 10–20 orders of magnitude lower than the claims of early experiments.","theory, Born-Oppenheimer, Pd fusion rate",Upper limits to fusion rates of isotopic hydrogen molecules in palladium.pdf,,,
"Albers, P., Burmeister, R., Seibold, K., Prescher, G., Parker, S. F., Ross, D. K.",1999,Investigations of palladium catalysts on different carbon supports,J. Catal.,181,https://www.sciencedirect.com/science/article/pii/S0021951798922795,,"Pd-catalysts (5 wt%) were prepared on various supports: powdered and pelletized activated carbon derived from pine wood or beech wood, carbon black, and graphitized carbon black. The supports were palladized in the original condition or after HCl-treatment. The catalysts were characterized with CO-chemisorption, transmission electron micrographs, and X-ray photoelectron spectrometry. The precious metal dispersion and the catalytic activity are improved by the acid treatment of activated carbon as well as carbon black supports. A selection of samples were also characterized by means of inelastic neutron scattering (INS) to study the hydrogen-related features of the acid modification of the carbon supports. Indications for different sensitivities of the final Pd/C-catalysts to catalytically driven hydrogasification effects of the supports and the impact of these effects on the precious metal dispersion and the formation of Pd-hydrides were obtained. The formation of molecular-like polyaromatic structures was observed especially on HCl-treated activated carbon due to enhanced spillover of active hydrogen from the Pd-particles to adjacent sites on the support. The generation and accessability of these sites on the support seems to be promoted by the removal of ash and adsorbed species.","catalyst, Pd",Investigations of palladium catalysts on different carbon supports.pdf,,,
"Albertini, G., Rogante, M.",2020,Beyond Hydrogen Loading,J. Condensed Matter Nucl. Sci.,30,http://lenr-canr.org/acrobat/BiberianJPjcondensedzc.pdf#page=41,2020-01-09,"While experimental and technological attention is focused on the operational methods for hydrogen loading in metals and on the observed anomalies with respect to well-established rules, we aim to remark that these methods and these consequences can be seen as a part of a more general problem. In fact, most of the experiments and deductions of material sciences are based on the assumption that space?time is flat and isotropic (Minkowskian). After discarding this assumption, a theory of Deformed Space Time (DST) was developed in the last decades. Following this theory, experimental results were obtained which are not predicted by the Standard Model. The DST-theory concerns the fundamental interactions and in particular the nuclear ones, that can play the main role in the observed anomalies. In order to consider a nuclear reaction as a DST-reaction, four main phenomenological features were deduced: occurrence of an energy threshold; change of atomic weight; absence of gamma radiation; anisotropic emission of nuclear particles in intense beams having a very short life span. From the experimental point of view, rather than looking for fortuitous events that produce the conditions for DST-reactions, more systematic research can be undertaken by following the above reported four general rules. In particular, the occurrence of thresholds can correspond to a latency time, required to reach the energy density necessary to deform space?time. The absence of gamma radiation cannot be considered as a sign that nuclear reactions are not present; in fact, in absence of detected gamma radiation, elements were found which were not present before the reaction. The nuclear emissions, which are anisotropic and impulsive, can be difficult to detect with the traditional methods, thus inducing incertitude on the occurring reactions. Finally, a rapid variation of energy density is an experimental common factor of DST-reactions. Thus, the DST-theory can be the leading theory in the design of the experiment and in the interpretation of its experimental results.","Deformed space?time theory (DST-theory), DST reactions, Gamma emissions, Hydrogen/deuterium loading, Local, Lorentz invariance breakdown, Low energy nuclear reactions, Neutron emission, Ultrasounds",47_BiberianJPjcondensedzc.pdf,,41.0,48.0
"Aleksan, R., Avenier, M., Bagieu, G., Bouchez, J., Cavaignac, J. F., Collot, J., Cousinou, M. C., Declais, Y., Dufour, Y., Durand, R., Faure, R., Favier, J., Kajfasz, E., De Kerret, H., Koang, D. H., Lefievre, B., Lesquoy, E., Mallet, J., Nagy, E., Obolensky, M., Pessard, H., Pierre, F., Stutz, A., Wuethrick, J. P.",1990,Limits on electrochemically induced fusion of deuterium by neutron flux measurements,Phys. Lett. B,234,https://www.sciencedirect.com/science/article/pii/037026939091947A,,"Limits on the neutron flux produced by electrochemically induced nuclear fusion reactions have been set using a very efficient and low background detector based on 6Li doped liquid scintillator to detect the 2.45 MeV neutron. These limits are of the order of 50 neutrons/h for differet electrolysis experimental conditions and are at least 30 times lower than the claimed positive results of Fleischmann and Pons, and of Jones et al.","electrolysis, neutron, D2O",Limits on electrochemically induced fusion of deuterium by neutron flux measurements.pdf,,,
"Alekseev, V. A., Vasil'ev, V. I., Romodanov, V. A., Ryshkov, Yu. F., Rylov, S. V., Savin, V. I., Skuratnik, Ya. B., Strunnikov, V. M.",1995,Tritium production in the interaction of dense streams of deuterium plama with metal surfaces,Tech. Phys. Lett.,21,,,,"Ti, V, Fe, Zr, Nb, tritium, gas discharge",,,,
"Alessandrello, A., Bellotti, E., Cattadori, C., Antonione, C., Bianchi, G., Rondinini, S., Torchio, S., Fiorini, E., Guiliani, A., Ragazzi, S., Zanotti, L., Gatti, C.",1990,Search for cold fusion induced by electrolysis in palladium,Nuovo Cimento Soc. Ital. Fis. A,A103,https://link.springer.com/article/10.1007/BF02820307,,"A search for electrochemically induced cold fusion in palladium has been carried out in the Gran Sasso Underground Laboratory in order to suppress the background due to environmental neutrons. Both p-d and d-d fusion processes have been searched for. A characteristic of our experiment is the attempt to induce abnormal local concentrations of hydrogen isotopes in the cathode by artificially applying mechanical stresses. No evidence has been found for any signal of cold fusion; namely for excess of tritium,4He, heat and particularly for emissions of neutrons and gamma-rays, for whose determination our experiment has been specially conceived.","gamma emission, neutron, tritium, fractofusion, D2, Helium electrolysis, heat-, negative",Search for cold fusion induced by electrolysis in palladium.pdf,,,
"Alexander, K. F.",1989,Cold nuclear fusion,Wissensch. Fortschr.,39,,,,Review,,,,
"Alexandrov, D.",2008,Heavy Electrons in Nano-Structure Clusters of Disordered Solids,ICCF-14 International Conference on Condensed Matter Nuclear Science,,http://lenr-canr.org/acrobat/Alexandrovheavyelect.pdf,2009-02-24,"The existence of heavy electrons is found theoretically in nano-structure clusters of disordered solids. The basis of the investigation is the electron band structures of disordered semiconductors previously determined by the author. The existence of electron energy pockets is found for the electrons in the conduction bands of these semiconductors that are nano-confining potential valleys of dimensions in the range of the primitive cell. The electron wave function of the confined electron is determined in when the electron interacts with local electrical field that is external for the energy pocket, and the average velocity of the electron is found. An expression for electron mass of an electron localized in pocket is derived. It is found that this electron mass is greater than the electron mass at rest and the confined electrons are designated heavy electrons. The possibility of interactions of protons with heavy electrons is discussed.",theory,52_Alexandrovheavyelect.pdf,,,
"Alexandrov, D.",2019,Cold Fusion Synthesis of Helium Isotopes in Interaction of Deuterium and of Hydrogen Nuclei with Metals,2019 LANR/CF Colloquium at MIT,,http://lenr-canr.org/acrobat/Alexandrovcoldfusion.pdf,2019-04-24,"Theoretical outcomes and their connections with the experimental outcomesi) Increase of the temperature (T) increases the probabilities for both fusion reactions ? it is connected with the experimental facts that the concentrations of both 4He and 3He increase with the increase of the temperature;ii) Increase of the kinetic energies of the interacting nuclei (D and D, and D and H) increases the probability for both fusion reactions ? it is connected with the experimental facts that the concentrations of both 4He and 3He increase with the increase of the plasma voltage;Iii) The released energies of the fusion reactions partially destroy the crystal lattice making that the corresponding regions not to be able to participate in immediate further reactions ? it corresponds to the cyclic change of the temperature that was observed experimentally, i.e. time for recovery of the crystal lattice is needed in order fusion reactions to be re-established again;iv) Any partial destroy of the crystal lattice (mechanical or as result of fusion reaction) brings the corresponding destroyed regions out of order regarding the fusion reaction.",,53_Alexandrovcoldfusion.pdf,,,
